date,GOI,Wheat,Maize,Barley,Soyabean,Rice
2010-06-03,184.51,162.82,174.09,144.2,185.69,176.13
2010-06-04,181.83,160.01,172.36,143.71,181.98,176.13
2010-06-05,181.683333333,159.546666667,171.696666667,142.493333333,182.26,175.956666667
2010-06-06,181.536666667,159.083333333,171.033333333,141.276666667,182.54,175.783333333
2010-06-07,181.39,158.62,170.37,140.06,182.82,175.61
2010-06-08,181.53,158.51,170.22,139.97,183.16,175.61
2010-06-09,182.78,158.11,170.32,138.7,186.03,175.45
2010-06-10,182.37,158.82,170.95,139.4,184.34,175.29
2010-06-11,183.57,159.64,171.58,139.64,186.37,175.29
2010-06-12,184.103333333,160.456666667,171.996666667,139.933333333,186.876666667,175.29
2010-06-13,184.636666667,161.273333333,172.413333333,140.226666667,187.383333333,175.29
2010-06-14,185.17,162.09,172.83,140.52,187.89,175.29
2010-06-15,185.18,162.55,172.52,140.79,187.55,175.29
2010-06-16,186.76,164.48,173.25,140.24,189.07,175.48
2010-06-17,186.89,165.78,173.73,140.7,188.4,175.68
2010-06-18,187.98,167.1,174.46,140.87,189.91,175.68
2010-06-19,188.033333333,167.096666667,173.846666667,140.92,190.25,175.68
2010-06-20,188.086666667,167.093333333,173.233333333,140.97,190.59,175.68
2010-06-21,188.14,167.09,172.62,141.02,190.93,175.68
2010-06-22,187.87,165.97,171.32,140.17,191.43,175.68
2010-06-23,186.87,165.47,170.01,140.05,189.91,175.68
2010-06-24,186.46,164.5,170.27,138.94,189.58,176.07
2010-06-25,186.26,162.94,169.74,138.53,190.25,176.07
2010-06-26,186.176666667,162.75,169.216666667,138.903333333,190.306666667,176.07
2010-06-27,186.093333333,162.56,168.693333333,139.276666667,190.363333333,176.07
2010-06-28,186.01,162.37,168.17,139.65,190.42,176.07
2010-06-29,185.02,161.93,166.08,140.21,189.24,176.07
2010-06-30,187.13,164.32,173.41,141.23,189.91,176.99
2010-07-01,188.74,165.76,176.82,144.21,191.43,176.65
2010-07-02,189.87,167.27,176.82,146.06,192.95,176.64
2010-07-03,190.003333333,167.626666667,176.82,146.773333333,193.006666667,176.64
2010-07-04,190.136666667,167.983333333,176.82,147.486666667,193.063333333,176.64
2010-07-05,190.27,168.34,176.82,148.2,193.12,176.64
2010-07-06,190.26,169.58,175.77,151.5,192.11,177.55
2010-07-07,194.41,173.92,178.91,152.14,197.68,177.29
2010-07-08,197.53,176.85,181.27,155.72,201.9,177.29
2010-07-09,198.26,175.93,181.01,155.83,204.09,177.29
2010-07-10,198.466666667,176.003333333,181.29,156.053333333,204.43,177.29
2010-07-11,198.673333333,176.076666667,181.57,156.276666667,204.77,177.29
2010-07-12,198.88,176.15,181.85,156.5,205.11,177.29
2010-07-13,199.36,178.37,181.37,158.88,204.94,177.16
2010-07-14,199.93,180.48,183.78,161.27,203.93,175.85
2010-07-15,204.12,187.18,186.19,169.74,207.98,175.85
2010-07-16,204.84,188.72,187.56,171.07,208.15,175.85
2010-07-17,204.153333333,188.033333333,186.623333333,171.416666667,207.416666667,175.55
2010-07-18,203.466666667,187.346666667,185.686666667,171.763333333,206.683333333,175.25
2010-07-19,202.78,186.66,184.75,172.11,205.95,174.95
2010-07-20,202.81,186.77,183.0,171.49,206.63,174.95
2010-07-21,204.26,189.17,184.91,172.44,207.64,174.35
2010-07-22,204.98,191.39,183.94,177.72,208.4,173.11
2010-07-23,205.27,192.2,183.76,178.53,208.65,173.11
2010-07-24,204.716666667,192.18,183.436666667,179.016666667,207.47,173.11
2010-07-25,204.163333333,192.16,183.113333333,179.503333333,206.29,173.11
2010-07-26,203.61,192.14,182.79,179.99,205.11,173.11
2010-07-27,203.98,193.5,182.34,184.28,205.11,173.11
2010-07-28,207.17,197.63,185.83,198.75,207.39,172.99
2010-07-29,209.73,201.53,186.95,207.51,209.92,172.63
2010-07-30,213.95,210.23,190.7,218.02,212.2,172.56
2010-07-31,214.64,212.586666667,189.536666667,222.6,212.453333333,172.58
2010-08-01,215.33,214.943333333,188.373333333,227.18,212.706666667,172.6
2010-08-02,216.02,217.3,187.21,231.76,212.96,172.62
2010-08-03,218.34,218.73,187.91,240.33,216.5,172.62
2010-08-04,221.57,226.42,195.24,240.62,216.25,173.51
2010-08-05,225.95,237.54,195.94,275.37,217.01,173.51
2010-08-06,226.3,234.61,198.03,294.72,217.52,173.51
2010-08-07,225.816666667,233.256666667,197.45,295.006666667,217.35,173.69
2010-08-08,225.333333333,231.903333333,196.87,295.293333333,217.18,173.87
2010-08-09,224.85,230.55,196.29,295.58,217.01,174.05
2010-08-10,222.14,228.57,194.54,270.99,214.39,174.05
2010-08-11,221.82,227.35,200.48,262.49,212.7,174.95
2010-08-12,224.42,231.23,205.37,260.8,214.73,174.95
2010-08-13,227.26,233.26,210.61,259.49,218.11,174.95
2010-08-14,226.653333333,231.91,210.026666667,260.15,217.49,175.466666667
2010-08-15,226.046666667,230.56,209.443333333,260.81,216.87,175.983333333
2010-08-16,225.44,229.21,208.86,261.47,216.25,176.5
2010-08-17,226.2,226.64,214.1,258.17,217.77,176.5
2010-08-18,226.17,227.94,215.5,259.72,215.57,179.16
2010-08-19,225.54,231.93,214.8,260.03,212.03,179.66
2010-08-20,226.07,234.46,217.24,258.55,211.02,179.66
2010-08-21,226.35,235.78,217.01,255.78,211.13,179.756666667
2010-08-22,226.63,237.1,216.78,253.01,211.24,179.853333333
2010-08-23,226.91,238.42,216.55,250.24,211.35,179.95
2010-08-24,225.63,237.4,212.7,251.46,210.34,179.95
2010-08-25,224.69,234.44,211.66,249.11,210.17,180.85
2010-08-26,226.84,235.9,216.2,245.29,212.7,180.85
2010-08-27,229.13,239.97,217.94,242.47,214.9,181.38
2010-08-28,229.816666667,241.293333333,218.523333333,242.536666667,214.843333333,183.33
2010-08-29,230.503333333,242.616666667,219.106666667,242.603333333,214.786666667,185.28
2010-08-30,231.19,243.94,219.69,242.67,214.73,187.23
2010-08-31,230.89,244.66,221.43,241.27,213.04,187.23
2010-09-01,232.09,248.94,223.88,242.8,211.69,188.52
2010-09-02,233.81,252.51,224.93,246.88,213.04,188.07
2010-09-03,238.11,257.3,231.21,248.33,217.6,188.07
2010-09-04,238.403333333,257.746666667,231.56,248.986666667,217.826666667,188.07
2010-09-05,238.696666667,258.193333333,231.91,249.643333333,218.053333333,188.07
2010-09-06,238.99,258.64,232.26,250.3,218.28,188.07
2010-09-07,240.23,258.84,232.96,246.8,220.98,188.07
2010-09-08,239.23,256.67,230.87,249.69,220.47,187.87
2010-09-09,240.72,260.89,234.01,250.04,220.13,188.0
2010-09-10,241.12,263.76,237.15,257.74,217.6,188.0
2010-09-11,241.456666667,264.423333333,237.85,259.5,217.6,188.0
2010-09-12,241.793333333,265.086666667,238.55,261.26,217.6,188.0
2010-09-13,242.13,265.75,239.25,263.02,217.6,188.0
2010-09-14,242.13,262.08,244.14,262.24,217.94,188.0
2010-09-15,242.65,261.68,244.49,263.99,219.12,188.11
2010-09-16,242.32,261.16,245.19,265.08,217.77,189.67
2010-09-17,246.18,264.04,250.42,266.64,222.83,189.67
2010-09-18,246.45,263.68,249.956666667,267.316666667,223.786666667,189.67
2010-09-19,246.72,263.32,249.493333333,267.993333333,224.743333333,189.67
2010-09-20,246.99,262.96,249.03,268.67,225.7,189.67
2010-09-21,246.1,261.75,247.98,269.7,224.86,189.33
2010-09-22,246.76,261.84,248.33,272.21,225.7,189.97
2010-09-23,246.06,258.55,245.88,268.8,226.72,191.54
2010-09-24,250.3,259.55,251.12,268.25,233.47,192.12
2010-09-25,249.886666667,258.793333333,249.84,269.126666667,233.413333333,192.12
2010-09-26,249.473333333,258.036666667,248.56,270.003333333,233.356666667,192.12
2010-09-27,249.06,257.28,247.28,270.88,233.3,192.12
2010-09-28,245.71,253.81,243.09,269.76,229.42,192.12
2010-09-29,245.16,252.46,246.23,264.18,227.05,195.29
2010-09-30,244.92,250.6,243.79,264.51,228.4,195.43
2010-10-01,238.6,247.65,232.61,265.24,219.63,196.41
2010-10-02,238.46,247.42,232.96,263.423333333,219.46,196.41
2010-10-03,238.32,247.19,233.31,261.606666667,219.29,196.41
2010-10-04,238.18,246.96,233.66,259.79,219.12,196.41
2010-10-05,241.2,248.9,240.64,256.4,222.33,196.41
2010-10-06,240.13,249.31,240.3,257.36,219.96,196.36
2010-10-07,242.25,254.19,243.44,263.46,220.3,196.36
2010-10-08,252.69,263.47,255.66,276.58,233.3,196.36
2010-10-09,253.573333333,263.613333333,258.223333333,276.333333333,234.2,196.36
2010-10-10,254.456666667,263.756666667,260.786666667,276.086666667,235.1,196.36
2010-10-11,255.34,263.9,263.35,275.84,236.0,196.36
2010-10-12,259.37,264.23,275.57,275.46,240.05,197.77
2010-10-13,258.82,263.34,273.13,277.79,239.55,198.37
2010-10-14,259.65,262.45,272.08,278.42,242.25,198.37
2010-10-15,258.87,262.54,269.98,273.12,241.57,198.7
2010-10-16,258.446666667,261.996666667,268.933333333,272.553333333,241.316666667,198.77
2010-10-17,258.023333333,261.453333333,267.886666667,271.986666667,241.063333333,198.84
2010-10-18,257.6,260.91,266.84,271.42,240.81,198.91
2010-10-19,255.28,256.8,261.25,268.17,240.31,198.91
2010-10-20,259.58,257.34,268.94,268.74,246.38,198.76
2010-10-21,257.71,254.94,265.79,269.63,244.36,199.61
2010-10-22,256.89,254.93,262.65,267.6,243.85,199.61
2010-10-23,257.776666667,255.35,263.58,267.163333333,245.286666667,199.61
2010-10-24,258.663333333,255.77,264.51,266.726666667,246.723333333,199.61
2010-10-25,259.55,256.19,265.44,266.29,248.16,199.61
2010-10-26,260.08,259.18,266.14,265.36,247.4,199.61
2010-10-27,260.11,261.37,269.28,263.59,245.12,199.61
2010-10-28,261.81,265.25,269.28,267.35,246.13,200.46
2010-10-29,261.7,266.36,270.68,267.96,243.85,202.82
2010-10-30,261.61,266.266666667,269.866666667,268.163333333,243.85,203.22
2010-10-31,261.52,266.173333333,269.053333333,268.366666667,243.85,203.62
2010-11-01,261.43,266.08,268.24,268.57,243.85,204.02
2010-11-02,261.21,265.74,267.54,269.39,243.6,204.02
2010-11-03,262.24,265.44,269.98,267.4,245.12,204.02
2010-11-04,267.0,269.33,274.17,269.85,251.7,204.35
2010-11-05,268.27,270.92,273.82,267.8,253.98,204.35
2010-11-06,268.1,271.143333333,273.356666667,266.74,253.473333333,205.1
2010-11-07,267.93,271.366666667,272.893333333,265.68,252.966666667,205.85
2010-11-08,267.76,271.59,272.43,264.62,252.46,206.6
2010-11-09,271.15,269.03,268.59,269.23,262.59,206.6
2010-11-10,268.71,266.33,265.44,264.56,260.06,207.16
2010-11-11,269.73,264.92,264.05,262.53,263.85,207.94
2010-11-12,260.75,261.22,252.17,260.91,249.93,208.87
2010-11-13,261.79,261.166666667,254.73,260.176666667,251.363333333,208.87
2010-11-14,262.83,261.113333333,257.29,259.443333333,252.796666667,208.87
2010-11-15,263.87,261.06,259.85,258.71,254.23,208.87
2010-11-16,254.98,255.79,247.63,259.53,241.82,208.87
2010-11-17,253.69,255.28,248.33,252.45,239.29,209.77
2010-11-18,258.56,258.3,254.27,256.63,245.88,210.02
2010-11-19,254.06,256.99,247.63,255.6,239.04,210.24
2010-11-20,254.476666667,257.08,246.816666667,254.94,240.306666667,210.166666667
2010-11-21,254.893333333,257.17,246.003333333,254.28,241.573333333,210.093333333
2010-11-22,255.31,257.26,245.19,253.62,242.84,210.02
2010-11-23,257.61,257.55,251.12,251.12,245.88,210.02
2010-11-24,259.69,258.46,254.62,250.68,248.66,209.99
2010-11-25,259.92,259.1,256.01,248.57,248.41,209.99
2010-11-26,258.45,260.12,255.66,244.07,245.12,209.99
2010-11-27,258.523333333,260.796666667,255.543333333,243.496666667,244.95,209.99
2010-11-28,258.596666667,261.473333333,255.426666667,242.923333333,244.78,209.99
2010-11-29,258.67,262.15,255.31,242.35,244.61,209.99
2010-11-30,258.81,263.37,250.77,242.38,245.88,209.99
2010-12-01,265.82,271.88,258.11,244.63,253.47,210.35
2010-12-02,266.02,275.18,253.92,255.04,252.71,210.35
2010-12-03,270.64,281.18,261.25,258.8,256.51,210.35
2010-12-04,270.773333333,282.596666667,260.553333333,260.046666667,255.75,211.653333333
2010-12-05,270.906666667,284.013333333,259.856666667,261.293333333,254.99,212.956666667
2010-12-06,271.04,285.43,259.16,262.54,254.23,214.26
2010-12-07,270.82,285.83,257.41,267.6,253.73,214.26
2010-12-08,273.44,288.87,261.95,265.43,255.75,214.26
2010-12-09,272.67,290.3,261.95,265.3,252.97,214.72
2010-12-10,271.81,289.35,261.95,270.82,251.19,214.72
2010-12-11,272.83,289.2,263.58,270.836666667,252.963333333,214.72
2010-12-12,273.85,289.05,265.21,270.853333333,254.736666667,214.72
2010-12-13,274.87,288.9,266.84,270.87,256.51,214.72
2010-12-14,273.21,285.07,266.49,270.25,255.25,214.72
2010-12-15,272.69,283.57,266.14,265.51,255.5,214.37
2010-12-16,272.26,281.26,268.59,261.95,255.25,214.37
2010-12-17,273.77,281.86,272.08,260.24,257.02,215.02
2010-12-18,274.636666667,283.14,272.66,260.196666667,258.033333333,215.02
2010-12-19,275.503333333,284.42,273.24,260.153333333,259.046666667,215.02
2010-12-20,276.37,285.7,273.82,260.11,260.06,215.02
2010-12-21,277.68,287.63,273.82,263.85,261.58,215.02
2010-12-22,279.01,290.44,276.27,264.77,262.08,214.85
2010-12-23,281.13,291.47,278.02,264.57,265.63,214.85
2010-12-24,281.23,291.61,278.02,265.76,265.63,214.85
2010-12-25,281.92,291.583333333,278.136666667,265.983333333,267.15,214.85
2010-12-26,282.61,291.556666667,278.253333333,266.206666667,268.67,214.85
2010-12-27,283.3,291.53,278.37,266.43,270.19,214.85
2010-12-28,284.64,294.71,280.11,266.04,270.69,214.85
2010-12-29,284.07,294.88,280.46,267.15,268.92,214.85
2010-12-30,282.91,293.42,276.62,269.4,268.41,214.54
2010-12-31,285.99,294.26,280.11,270.71,273.48,214.54
2011-01-01,285.406666667,294.666666667,279.063333333,271.07,271.79,213.96
2011-01-02,284.823333333,295.073333333,278.016666667,271.43,270.1,213.38
2011-01-03,284.24,295.48,276.97,271.79,268.41,212.8
2011-01-04,282.35,293.13,273.48,272.99,266.89,212.4
2011-01-05,285.57,295.56,278.02,272.79,271.2,212.11
2011-01-06,282.5,292.91,271.73,271.88,268.16,212.11
2011-01-07,280.16,289.95,268.94,271.8,265.63,212.11
2011-01-08,280.766666667,289.726666667,270.453333333,271.976666667,266.556666667,212.11
2011-01-09,281.373333333,289.503333333,271.966666667,272.153333333,267.483333333,212.11
2011-01-10,281.98,289.28,273.48,272.33,268.41,212.11
2011-01-11,280.39,289.4,275.57,271.95,264.11,212.11
2011-01-12,287.02,292.42,283.26,275.68,274.49,211.08
2011-01-13,288.78,294.82,289.54,285.64,274.24,211.0
2011-01-14,289.58,295.4,291.99,288.29,274.74,211.0
2011-01-15,289.52,295.296666667,291.99,287.036666667,274.74,211.0
2011-01-16,289.46,295.193333333,291.99,285.783333333,274.74,211.0
2011-01-17,289.4,295.09,291.99,284.53,274.74,211.0
2011-01-18,290.35,297.29,294.78,289.61,273.98,211.0
2011-01-19,289.61,299.13,287.1,294.58,273.22,211.04
2011-01-20,290.01,299.81,291.29,290.71,272.72,210.54
2011-01-21,291.01,302.55,292.69,294.07,272.72,210.54
2011-01-22,290.99,303.186666667,292.573333333,294.806666667,272.296666667,210.54
2011-01-23,290.97,303.823333333,292.456666667,295.543333333,271.873333333,210.54
2011-01-24,290.95,304.46,292.34,296.28,271.45,210.54
2011-01-25,288.28,305.82,288.49,296.7,266.13,210.54
2011-01-26,291.32,309.52,293.73,299.07,268.67,210.35
2011-01-27,292.12,309.08,291.64,299.45,271.45,210.35
2011-01-28,290.4,306.31,289.19,298.19,271.2,207.43
2011-01-29,291.49,307.306666667,291.52,298.803333333,272.126666667,207.43
2011-01-30,292.58,308.303333333,293.85,299.416666667,273.053333333,207.43
2011-01-31,293.67,309.3,296.18,300.03,273.98,207.43
2011-02-01,296.51,309.82,300.02,298.72,279.05,206.34
2011-02-02,297.83,314.68,300.72,296.99,279.3,205.86
2011-02-03,296.7,315.35,297.58,293.45,277.78,205.86
2011-02-04,297.67,314.74,306.22,293.05,277.02,206.75
2011-02-05,297.29,315.02,305.55,293.276666667,276.233333333,206.75
2011-02-06,296.91,315.3,304.88,293.503333333,275.446666667,206.75
2011-02-07,296.53,315.58,304.21,293.73,274.66,206.75
2011-02-08,298.17,319.0,303.86,295.32,276.35,206.75
2011-02-09,301.64,321.87,310.5,296.29,279.89,206.59
2011-02-10,300.34,321.4,310.85,295.49,277.02,207.3
2011-02-11,299.98,322.61,314.69,295.16,274.15,207.59
2011-02-12,299.43,322.736666667,313.526666667,295.156666667,273.306666667,207.59
2011-02-13,298.88,322.863333333,312.363333333,295.153333333,272.463333333,207.59
2011-02-14,298.33,322.99,311.2,295.15,271.62,207.59
2011-02-15,293.83,317.2,310.15,293.89,265.54,207.59
2011-02-16,292.53,313.19,309.8,292.74,264.7,208.82
2011-02-17,297.53,316.17,315.74,293.05,271.96,208.82
2011-02-18,293.57,313.1,314.34,293.5,265.21,208.82
2011-02-19,293.28,312.306666667,314.2,293.47,265.153333333,208.82
2011-02-20,292.99,311.513333333,314.06,293.44,265.096666667,208.82
2011-02-21,292.7,310.72,313.92,293.41,265.04,208.82
2011-02-22,283.79,303.4,306.52,286.91,252.54,208.82
2011-02-23,285.09,300.59,309.94,280.43,256.43,208.54
2011-02-24,284.01,297.5,308.12,283.55,256.26,208.54
2011-02-25,290.11,301.58,315.39,283.49,265.04,208.04
2011-02-26,290.146666667,302.343333333,316.366666667,284.163333333,264.476666667,207.346666667
2011-02-27,290.183333333,303.106666667,317.343333333,284.836666667,263.913333333,206.653333333
2011-02-28,290.22,303.87,318.32,285.51,263.35,205.96
2011-03-01,291.36,304.72,319.16,282.05,265.54,205.04
2011-03-02,292.43,304.59,315.46,280.99,269.43,205.04
2011-03-03,295.16,307.06,319.79,281.31,272.46,205.04
2011-03-04,295.14,308.14,317.48,281.53,272.97,203.79
2011-03-05,294.063333333,306.683333333,316.526666667,280.9,271.79,203.79
2011-03-06,292.986666667,305.226666667,315.573333333,280.27,270.61,203.79
2011-03-07,291.91,303.77,314.62,279.64,269.43,203.79
2011-03-08,288.54,298.12,311.06,274.71,266.89,203.79
2011-03-09,284.15,293.35,309.24,275.94,260.31,203.51
2011-03-10,282.12,288.53,304.28,271.39,261.49,201.47
2011-03-11,278.08,283.72,298.97,267.17,257.61,201.47
2011-03-12,278.366666667,284.03,299.296666667,267.32,257.946666667,201.47
2011-03-13,278.653333333,284.34,299.623333333,267.47,258.283333333,201.47
2011-03-14,278.94,284.65,299.95,267.62,258.62,201.47
2011-03-15,269.76,277.91,292.89,262.65,245.29,201.47
2011-03-16,269.35,276.48,287.94,254.38,248.49,200.57
2011-03-17,276.86,284.31,296.25,255.64,257.1,201.16
2011-03-18,282.1,288.14,306.66,270.03,261.66,201.16
2011-03-19,282.283333333,288.376666667,306.66,271.183333333,261.773333333,201.16
2011-03-20,282.466666667,288.613333333,306.66,272.336666667,261.886666667,201.16
2011-03-21,282.65,288.85,306.66,273.49,262.0,201.16
2011-03-22,282.82,289.62,305.96,269.61,262.34,201.16
2011-03-23,280.75,288.63,303.51,268.43,258.96,200.75
2011-03-24,282.78,291.97,309.1,268.83,259.3,200.75
2011-03-25,282.62,292.76,304.91,273.9,259.63,200.75
2011-03-26,282.07,292.676666667,303.046666667,274.603333333,259.07,200.75
2011-03-27,281.52,292.593333333,301.183333333,275.306666667,258.51,200.75
2011-03-28,280.97,292.51,299.32,276.01,257.95,200.75
2011-03-29,282.41,294.37,299.67,273.41,260.14,200.75
2011-03-30,282.76,294.16,297.92,269.02,261.83,200.75
2011-03-31,289.03,301.46,306.31,272.94,268.24,200.75
2011-04-01,289.1,300.85,317.83,270.94,264.53,200.46
2011-04-02,289.77,303.013333333,320.09,271.416666667,263.91,200.46
2011-04-03,290.44,305.176666667,322.35,271.893333333,263.29,200.46
2011-04-04,291.11,307.34,324.61,272.37,262.67,200.46
2011-04-05,290.85,308.47,328.24,273.83,260.14,200.14
2011-04-06,290.52,308.5,327.68,273.85,260.98,195.48
2011-04-07,289.18,307.15,327.47,271.03,259.13,195.48
2011-04-08,292.82,308.93,330.76,271.33,265.04,195.48
2011-04-09,292.23,308.44,331.573333333,271.633333333,263.686666667,195.48
2011-04-10,291.64,307.95,332.386666667,271.936666667,262.333333333,195.48
2011-04-11,291.05,307.46,333.2,272.24,260.98,195.48
2011-04-12,285.4,302.69,326.56,272.15,253.73,195.48
2011-04-13,285.17,300.04,327.61,271.05,254.23,195.48
2011-04-14,283.59,296.45,327.61,269.83,252.88,195.48
2011-04-15,283.12,296.01,324.47,268.5,253.39,195.48
2011-04-16,284.11,297.89,325.656666667,268.863333333,254.063333333,195.48
2011-04-17,285.1,299.77,326.843333333,269.226666667,254.736666667,195.48
2011-04-18,286.09,301.65,328.03,269.59,255.41,195.48
2011-04-19,287.5,306.39,328.1,274.22,255.41,195.48
2011-04-20,288.51,306.76,325.03,278.86,258.12,195.69
2011-04-21,291.83,310.9,327.89,277.19,262.34,195.69
2011-04-22,292.32,312.26,328.66,277.61,262.34,195.69
2011-04-23,293.273333333,313.653333333,330.896666667,277.61,262.843333333,195.69
2011-04-24,294.226666667,315.046666667,333.133333333,277.61,263.346666667,195.69
2011-04-25,295.18,316.44,335.37,277.61,263.85,195.69
2011-04-26,294.58,315.56,336.13,279.67,262.67,195.84
2011-04-27,292.45,310.96,332.36,278.26,261.83,196.0
2011-04-28,287.19,305.6,323.7,278.71,256.26,196.07
2011-04-29,292.86,309.23,332.15,280.06,263.69,196.07
2011-04-30,292.26,308.853333333,329.216666667,280.693333333,263.52,196.203333333
2011-05-01,291.66,308.476666667,326.283333333,281.326666667,263.35,196.336666667
2011-05-02,291.06,308.1,323.35,281.96,263.18,196.47
2011-05-03,287.63,307.37,319.26,280.76,257.44,196.54
2011-05-04,285.51,302.92,321.99,276.33,255.25,196.46
2011-05-05,280.84,299.37,315.02,270.99,249.84,196.46
2011-05-06,280.9,300.59,308.32,269.35,251.7,196.81
2011-05-07,281.886666667,302.326666667,310.186666667,269.28,252.15,196.81
2011-05-08,282.873333333,304.063333333,312.053333333,269.21,252.6,196.81
2011-05-09,283.86,305.8,313.92,269.14,253.05,196.81
2011-05-10,284.74,307.54,314.29,271.79,253.73,196.81
2011-05-11,281.28,302.88,305.22,269.98,252.71,196.81
2011-05-12,281.1,297.46,307.69,268.97,254.74,196.79
2011-05-13,279.26,294.86,307.79,267.74,252.38,196.79
2011-05-14,279.646666667,295.503333333,309.17,267.996666667,252.323333333,196.79
2011-05-15,280.033333333,296.146666667,310.55,268.253333333,252.266666667,196.79
2011-05-16,280.42,296.79,311.93,268.51,252.21,196.79
2011-05-17,283.94,300.91,319.21,271.1,254.91,196.79
2011-05-18,291.45,310.43,329.11,274.72,262.17,196.38
2011-05-19,291.79,312.7,328.8,280.34,261.49,195.67
2011-05-20,292.61,312.52,332.68,277.7,261.66,196.77
2011-05-21,292.516666667,312.963333333,332.033333333,279.133333333,261.323333333,196.77
2011-05-22,292.423333333,313.406666667,331.386666667,280.566666667,260.986666667,196.77
2011-05-23,292.33,313.85,330.74,282.0,260.65,196.77
2011-05-24,290.82,312.28,324.35,284.86,260.31,196.77
2011-05-25,293.12,316.44,326.86,284.12,261.83,196.77
2011-05-26,295.61,319.94,329.9,288.67,263.85,196.57
2011-05-27,296.56,321.86,334.51,293.36,263.01,196.28
2011-05-28,296.49,321.716666667,334.423333333,292.533333333,263.01,196.28
2011-05-29,296.42,321.573333333,334.336666667,291.706666667,263.01,196.28
2011-05-30,296.35,321.43,334.25,290.88,263.01,196.28
2011-05-31,294.11,316.43,331.1,292.24,262.0,196.07
2011-06-01,293.07,306.01,333.99,294.38,264.02,196.24
2011-06-02,295.93,308.25,336.87,289.97,268.41,196.24
2011-06-03,296.99,311.58,333.46,290.99,269.76,197.53
2011-06-04,295.433333333,310.57,331.26,289.93,267.736666667,197.53
2011-06-05,293.876666667,309.56,329.06,288.87,265.713333333,197.53
2011-06-06,292.32,308.55,326.86,287.81,263.69,197.53
2011-06-07,292.51,304.15,328.64,293.55,265.71,197.53
2011-06-08,295.38,307.21,337.5,292.24,267.23,197.53
2011-06-09,295.57,306.48,344.52,290.65,265.54,197.88
2011-06-10,294.86,304.14,346.3,290.36,264.53,198.59
2011-06-11,294.21,302.616666667,345.686666667,290.306666667,264.193333333,198.59
2011-06-12,293.56,301.093333333,345.073333333,290.253333333,263.856666667,198.59
2011-06-13,292.91,299.57,344.46,290.2,263.52,198.59
2011-06-14,290.42,299.22,335.82,294.82,260.98,198.59
2011-06-15,288.2,295.14,326.39,293.22,261.15,200.99
2011-06-16,284.15,289.51,319.05,288.06,258.28,200.99
2011-06-17,282.61,287.03,318.53,287.8,255.58,204.67
2011-06-18,282.426666667,286.366666667,318.093333333,286.23,255.806666667,204.67
2011-06-19,282.243333333,285.703333333,317.656666667,284.66,256.033333333,204.67
2011-06-20,282.06,285.04,317.22,283.09,256.26,204.67
2011-06-21,282.64,283.33,318.27,270.09,258.96,204.67
2011-06-22,277.92,275.93,308.32,271.81,255.92,206.35
2011-06-23,275.06,269.51,308.84,255.01,254.4,206.35
2011-06-24,274.39,267.64,305.17,254.08,255.58,205.64
2011-06-25,273.73,265.043333333,303.773333333,253.116666667,256.2,205.64
2011-06-26,273.07,262.446666667,302.376666667,252.153333333,256.82,205.64
2011-06-27,272.41,259.85,300.98,251.19,257.44,205.64
2011-06-28,274.29,262.75,305.17,253.0,258.28,205.64
2011-06-29,275.67,263.97,309.1,262.65,259.47,203.62
2011-06-30,269.42,255.89,298.1,250.87,254.99,203.62
2011-07-01,268.9,254.69,287.36,252.9,258.03,204.59
2011-07-02,269.08,254.773333333,287.62,253.316666667,258.113333333,205.05
2011-07-03,269.26,254.856666667,287.88,253.733333333,258.196666667,205.51
2011-07-04,269.44,254.94,288.14,254.15,258.28,205.97
2011-07-05,272.67,258.34,296.79,259.51,260.06,205.97
2011-07-06,272.37,258.08,295.22,260.3,259.8,206.93
2011-07-07,274.88,258.58,297.84,259.14,264.36,206.93
2011-07-08,276.96,260.17,303.86,261.62,265.63,206.93
2011-07-09,276.913333333,259.31,304.036666667,260.986666667,265.713333333,208.113333333
2011-07-10,276.866666667,258.45,304.213333333,260.353333333,265.796666667,209.296666667
2011-07-11,276.82,257.59,304.39,259.72,265.88,210.48
2011-07-12,279.3,259.64,310.93,257.89,267.91,210.48
2011-07-13,283.06,264.0,317.75,263.98,270.78,210.48
2011-07-14,284.44,265.68,318.53,265.23,271.96,211.47
2011-07-15,284.64,263.87,321.41,268.79,272.13,211.47
2011-07-16,284.463333333,263.746666667,321.673333333,268.19,271.96,210.993333333
2011-07-17,284.286666667,263.623333333,321.936666667,267.59,271.79,210.516666667
2011-07-18,284.11,263.5,322.2,266.99,271.62,210.04
2011-07-19,284.17,265.2,322.98,271.66,270.1,210.04
2011-07-20,284.77,267.57,321.15,272.77,269.93,210.04
2011-07-21,284.26,265.34,318.53,276.27,270.94,210.15
2011-07-22,285.63,266.35,322.46,274.92,270.94,213.78
2011-07-23,284.83,265.633333333,320.976666667,274.843333333,270.153333333,213.78
2011-07-24,284.03,264.916666667,319.493333333,274.766666667,269.366666667,213.78
2011-07-25,283.23,264.2,318.01,274.69,268.58,213.78
2011-07-26,285.05,263.8,320.1,276.97,271.96,213.78
2011-07-27,285.06,265.33,320.36,277.88,270.78,214.56
2011-07-28,283.69,264.54,316.17,282.59,269.26,215.0
2011-07-29,280.62,261.07,310.41,282.53,266.05,216.2
2011-07-30,280.966666667,260.703333333,312.156666667,282.783333333,266.273333333,216.68
